ts_code,trade_date,turnover_rate_f,pe,pb
000300.SH,2019-03-12,2.92,13.35,1.5
000300.SH,2019-03-13,2.48,13.14,1.48
000300.SH,2019-03-14,2.02,13.04,1.47
000300.SH,2019-03-15,1.86,13.16,1.49
000300.SH,2019-03-18,2.3,13.48,1.53
000300.SH,2019-03-19,1.93,13.4,1.52
000300.SH,2019-03-20,1.86,13.38,1.52
000300.SH,2019-03-21,2.08,13.38,1.52
000300.SH,2019-03-22,1.82,13.15,1.52
000300.SH,2019-03-25,2.1,12.72,1.48
000300.SH,2019-03-26,1.83,12.57,1.47
000300.SH,2019-03-27,1.47,12.71,1.48
000300.SH,2019-03-28,1.41,12.74,1.47
000300.SH,2019-03-29,2.28,13.08,1.52
000300.SH,2019-04-01,2.86,13.24,1.54
000300.SH,2019-04-02,2.38,13.22,1.54
000300.SH,2019-04-03,2.45,13.38,1.56
000300.SH,2019-04-04,2.75,13.53,1.58
000300.SH,2019-04-08,2.82,13.52,1.58
000300.SH,2019-04-09,1.93,13.53,1.58
000300.SH,2019-04-10,2.05,13.51,1.58
000300.SH,2019-04-11,1.78,13.27,1.55
000300.SH,2019-04-12,1.43,13.23,1.55
000300.SH,2019-04-15,1.92,13.22,1.55
000300.SH,2019-04-16,2.13,13.58,1.59
000300.SH,2019-04-17,1.9,13.61,1.59
000300.SH,2019-04-18,1.54,13.54,1.58
000300.SH,2019-04-19,1.58,13.64,1.6
000300.SH,2019-04-22,1.99,13.32,1.56
000300.SH,2019-04-23,1.64,13.3,1.56
000300.SH,2019-04-24,1.53,13.32,1.56
000300.SH,2019-04-25,1.68,13.03,1.53
000300.SH,2019-04-26,1.49,12.88,1.5
000300.SH,2019-04-29,1.62,12.87,1.5
000300.SH,2019-04-30,1.22,12.93,1.47
000300.SH,2019-05-06,2.08,12.25,1.39
000300.SH,2019-05-07,1.4,12.33,1.4
000300.SH,2019-05-08,1.19,12.16,1.38
000300.SH,2019-05-09,1.06,11.95,1.36
000300.SH,2019-05-10,1.55,12.32,1.4
000300.SH,2019-05-13,1.09,12.13,1.38
000300.SH,2019-05-14,1.07,12.06,1.37
000300.SH,2019-05-15,1.15,12.3,1.4
000300.SH,2019-05-16,1.22,12.35,1.41
000300.SH,2019-05-17,1.35,12.08,1.38
000300.SH,2019-05-20,1.14,12.03,1.37
000300.SH,2019-05-21,1.16,12.16,1.39
000300.SH,2019-05-22,1.03,12.11,1.38
000300.SH,2019-05-23,1.05,11.94,1.36
000300.SH,2019-05-24,0.85,11.97,1.37
000300.SH,2019-05-27,1.14,12.09,1.38
000300.SH,2019-05-28,1.23,12.19,1.39
000300.SH,2019-05-29,0.98,12.18,1.39
000300.SH,2019-05-30,0.99,12.13,1.38
000300.SH,2019-05-31,0.93,12.09,1.38
000300.SH,2019-06-03,1.05,12.09,1.38
000300.SH,2019-06-04,0.91,12.01,1.37
000300.SH,2019-06-05,0.93,12.03,1.37
000300.SH,2019-06-06,0.89,11.93,1.36
000300.SH,2019-06-10,0.96,12.06,1.38
000300.SH,2019-06-11,1.5,12.33,1.41
000300.SH,2019-06-12,1.24,12.25,1.4
000300.SH,2019-06-13,1.01,12.23,1.4
000300.SH,2019-06-14,1.06,12.15,1.39
000300.SH,2019-06-17,0.77,12.34,1.42
000300.SH,2019-06-18,0.75,12.37,1.43
000300.SH,2019-06-19,1.33,12.5,1.45
000300.SH,2019-06-20,1.79,12.83,1.48
000300.SH,2019-06-21,1.63,12.85,1.48
000300.SH,2019-06-24,1.06,12.88,1.49
000300.SH,2019-06-25,1.31,12.76,1.47
000300.SH,2019-06-26,0.87,12.73,1.47
000300.SH,2019-06-27,1.11,12.84,1.49
000300.SH,2019-06-28,0.9,12.8,1.48
000300.SH,2019-07-01,1.67,13.11,1.52
000300.SH,2019-07-02,1.39,13.11,1.52
000300.SH,2019-07-03,1.18,12.99,1.51
000300.SH,2019-07-04,1.05,12.94,1.5
000300.SH,2019-07-05,0.78,12.99,1.5
000300.SH,2019-07-08,1.15,12.7,1.47
000300.SH,2019-07-09,0.79,12.66,1.47
000300.SH,2019-07-10,0.77,12.59,1.47
000300.SH,2019-07-11,0.79,12.6,1.47
000300.SH,2019-07-12,0.79,12.69,1.48
000300.SH,2019-07-15,1.07,12.73,1.49
000300.SH,2019-07-16,0.85,12.69,1.48
000300.SH,2019-07-17,1.0,12.67,1.48
000300.SH,2019-07-18,0.92,12.57,1.47
000300.SH,2019-07-19,0.93,12.69,1.48
000300.SH,2019-07-22,0.97,12.61,1.47
000300.SH,2019-07-23,0.75,12.64,1.47
000300.SH,2019-07-24,0.96,12.74,1.49
000300.SH,2019-07-25,0.99,12.82,1.49
000300.SH,2019-07-26,0.87,12.84,1.5
000300.SH,2019-07-29,0.89,12.82,1.49
000300.SH,2019-07-30,0.99,12.88,1.5
000300.SH,2019-07-31,0.86,12.78,1.49
000300.SH,2019-08-01,0.88,12.67,1.48
000300.SH,2019-08-02,1.13,12.49,1.45
000300.SH,2019-08-05,1.06,12.26,1.43
000300.SH,2019-08-06,1.36,12.12,1.41
000300.SH,2019-08-07,0.88,12.07,1.41
000300.SH,2019-08-08,0.93,12.21,1.42
000300.SH,2019-08-09,0.89,12.13,1.41
000300.SH,2019-08-12,0.86,12.32,1.44
000300.SH,2019-08-13,0.8,12.22,1.42
000300.SH,2019-08-14,0.95,12.26,1.43
000300.SH,2019-08-15,0.93,12.3,1.43
000300.SH,2019-08-16,0.92,12.33,1.44
000300.SH,2019-08-19,1.45,12.57,1.46
000300.SH,2019-08-20,1.13,12.54,1.46
000300.SH,2019-08-21,0.86,12.53,1.46
000300.SH,2019-08-22,0.89,12.54,1.46
000300.SH,2019-08-23,0.91,12.61,1.46
000300.SH,2019-08-26,0.98,12.45,1.44
000300.SH,2019-08-27,1.3,12.61,1.46
000300.SH,2019-08-28,0.92,12.56,1.46
000300.SH,2019-08-29,0.88,12.53,1.45
000300.SH,2019-08-30,1.01,12.55,1.45
000300.SH,2019-09-02,1.15,12.68,1.46
000300.SH,2019-09-03,1.02,12.7,1.46
000300.SH,2019-09-04,1.32,12.82,1.48
000300.SH,2019-09-05,1.89,12.95,1.49
000300.SH,2019-09-06,1.27,13.02,1.5
000300.SH,2019-09-09,1.53,13.09,1.51
000300.SH,2019-09-10,1.36,13.05,1.5
000300.SH,2019-09-11,1.37,13.0,1.5
000300.SH,2019-09-12,1.15,13.11,1.51
000300.SH,2019-09-16,1.15,13.08,1.51
000300.SH,2019-09-17,1.18,12.88,1.48
000300.SH,2019-09-18,0.85,12.92,1.49
000300.SH,2019-09-19,0.89,12.96,1.49
000300.SH,2019-09-20,1.07,12.99,1.5
000300.SH,2019-09-23,0.97,12.85,1.48
000300.SH,2019-09-24,0.91,12.88,1.49
000300.SH,2019-09-25,0.93,12.78,1.47
000300.SH,2019-09-26,1.06,12.72,1.47
000300.SH,2019-09-27,0.77,12.74,1.47
000300.SH,2019-09-30,0.68,12.63,1.45
000300.SH,2019-10-08,0.79,12.69,1.46
000300.SH,2019-10-09,0.78,12.73,1.47
000300.SH,2019-10-10,0.8,12.81,1.47
000300.SH,2019-10-11,0.94,12.95,1.49
000300.SH,2019-10-14,1.23,13.09,1.51
000300.SH,2019-10-15,0.86,13.04,1.5
000300.SH,2019-10-16,0.84,12.99,1.49
000300.SH,2019-10-17,0.65,13.0,1.5
000300.SH,2019-10-18,0.83,12.84,1.48
000300.SH,2019-10-21,0.75,12.91,1.48
000300.SH,2019-10-22,0.69,12.95,1.49
000300.SH,2019-10-23,0.71,12.9,1.48
000300.SH,2019-10-24,0.72,12.9,1.48
000300.SH,2019-10-25,0.78,12.98,1.49
000300.SH,2019-10-28,0.98,13.05,1.48
000300.SH,2019-10-29,0.83,12.97,1.47
000300.SH,2019-10-30,0.78,12.94,1.45
000300.SH,2019-10-31,0.89,12.91,1.43
000300.SH,2019-11-01,1.02,13.07,1.44
000300.SH,2019-11-04,1.06,13.15,1.45
000300.SH,2019-11-05,1.15,13.24,1.46
000300.SH,2019-11-06,0.99,13.2,1.46
000300.SH,2019-11-07,0.89,13.2,1.46
000300.SH,2019-11-08,0.99,13.12,1.45
000300.SH,2019-11-11,0.96,12.9,1.43
000300.SH,2019-11-12,0.78,12.92,1.43
000300.SH,2019-11-13,0.78,12.88,1.42
000300.SH,2019-11-14,0.88,12.88,1.42
000300.SH,2019-11-15,0.85,12.81,1.42
000300.SH,2019-11-18,0.77,12.89,1.43
000300.SH,2019-11-19,0.83,12.99,1.44
000300.SH,2019-11-20,0.78,12.88,1.42
000300.SH,2019-11-21,0.7,12.83,1.42
000300.SH,2019-11-22,0.92,12.73,1.41
000300.SH,2019-11-25,1.07,12.84,1.42
000300.SH,2019-11-26,1.13,12.88,1.42
000300.SH,2019-11-27,0.77,12.84,1.42
000300.SH,2019-11-28,0.66,12.78,1.41
000300.SH,2019-11-29,0.75,12.68,1.4
000300.SH,2019-12-02,0.78,12.7,1.4
000300.SH,2019-12-03,0.74,12.74,1.41
000300.SH,2019-12-04,0.8,12.71,1.4
000300.SH,2019-12-05,0.9,12.8,1.41
000300.SH,2019-12-06,0.79,12.85,1.42
000300.SH,2019-12-09,0.96,12.84,1.42
000300.SH,2019-12-10,0.87,12.84,1.42
000300.SH,2019-12-11,1.01,12.87,1.42
000300.SH,2019-12-12,0.85,12.84,1.42
000300.SH,2019-12-13,1.5,13.09,1.45
000300.SH,2019-12-16,1.51,13.34,1.47
000300.SH,2019-12-17,2.05,13.51,1.49
000300.SH,2019-12-18,1.54,13.49,1.49
000300.SH,2019-12-19,1.2,13.48,1.49
000300.SH,2019-12-20,1.23,13.45,1.49
000300.SH,2019-12-23,1.25,13.28,1.47
000300.SH,2019-12-24,0.98,13.35,1.47
000300.SH,2019-12-25,0.97,13.34,1.47
000300.SH,2019-12-26,1.11,13.45,1.49
000300.SH,2019-12-27,1.53,13.45,1.49
000300.SH,2019-12-30,1.58,13.62,1.5
000300.SH,2019-12-31,1.25,13.66,1.51
000300.SH,2020-01-02,1.85,13.83,1.53
000300.SH,2020-01-03,1.45,13.82,1.53
000300.SH,2020-01-06,1.78,13.78,1.52
000300.SH,2020-01-07,1.42,13.86,1.53
000300.SH,2020-01-08,1.7,13.7,1.51
000300.SH,2020-01-09,1.39,13.83,1.52
000300.SH,2020-01-10,1.15,13.82,1.52
000300.SH,2020-01-13,1.21,13.94,1.54
000300.SH,2020-01-14,1.31,13.89,1.53
000300.SH,2020-01-15,1.06,13.81,1.52
000300.SH,2020-01-16,1.02,13.73,1.51
000300.SH,2020-01-17,1.0,13.75,1.51
000300.SH,2020-01-20,1.24,13.84,1.52
000300.SH,2020-01-21,1.32,13.62,1.5
000300.SH,2020-01-22,1.28,13.68,1.5
000300.SH,2020-01-23,1.62,13.32,1.46
000300.SH,2020-02-03,1.59,12.3,1.35
000300.SH,2020-02-04,2.16,12.58,1.38
000300.SH,2020-02-05,1.76,12.71,1.39
000300.SH,2020-02-06,1.78,12.91,1.42
000300.SH,2020-02-07,1.53,12.9,1.42
000300.SH,2020-02-10,1.5,12.94,1.42
000300.SH,2020-02-11,1.45,13.05,1.43
000300.SH,2020-02-12,1.28,13.13,1.44
000300.SH,2020-02-13,1.46,13.05,1.43
000300.SH,2020-02-14,1.44,13.11,1.44
000300.SH,2020-02-17,1.84,13.4,1.47
000300.SH,2020-02-18,1.65,13.33,1.46
000300.SH,2020-02-19,1.7,13.32,1.46
000300.SH,2020-02-20,2.14,13.58,1.49
000300.SH,2020-02-21,2.19,13.4,1.49
000300.SH,2020-02-24,2.15,13.34,1.48
000300.SH,2020-02-25,2.46,13.28,1.48
000300.SH,2020-02-26,2.63,13.16,1.46
000300.SH,2020-02-27,1.82,13.15,1.47
000300.SH,2020-02-28,2.31,12.71,1.42
000300.SH,2020-03-02,2.2,13.09,1.46
000300.SH,2020-03-03,2.2,13.15,1.46
000300.SH,2020-03-04,1.83,13.22,1.47
000300.SH,2020-03-05,2.33,13.49,1.5
000300.SH,2020-03-06,1.73,13.29,1.48
000300.SH,2020-03-09,2.09,12.89,1.43
000300.SH,2020-03-10,1.98,13.12,1.46
000300.SH,2020-03-11,1.62,12.98,1.44
000300.SH,2020-03-12,1.58,12.77,1.42
000300.SH,2020-03-13,1.89,12.6,1.4
000300.SH,2020-03-16,1.86,12.16,1.35
000300.SH,2020-03-17,1.67,12.1,1.34
000300.SH,2020-03-18,1.55,11.86,1.32
000300.SH,2020-03-19,1.81,11.68,1.3
000300.SH,2020-03-20,1.4,11.86,1.32
000300.SH,2020-03-23,1.37,11.39,1.28
000300.SH,2020-03-24,1.43,11.67,1.31
000300.SH,2020-03-25,1.53,11.94,1.34
000300.SH,2020-03-26,1.12,11.64,1.34
000300.SH,2020-03-27,1.24,11.67,1.34
000300.SH,2020-03-30,1.27,11.34,1.32
000300.SH,2020-03-31,1.1,11.23,1.32
000300.SH,2020-04-01,1.18,11.19,1.31
000300.SH,2020-04-02,1.13,11.36,1.33
000300.SH,2020-04-03,0.98,11.29,1.32
000300.SH,2020-04-07,1.41,11.51,1.35
000300.SH,2020-04-08,1.1,11.44,1.34
000300.SH,2020-04-09,0.99,11.47,1.35
000300.SH,2020-04-10,1.01,11.4,1.34
000300.SH,2020-04-13,0.78,11.35,1.33
000300.SH,2020-04-14,1.09,11.58,1.35
000300.SH,2020-04-15,1.07,11.51,1.34
000300.SH,2020-04-16,0.94,11.49,1.35
000300.SH,2020-04-17,1.3,11.57,1.36
000300.SH,2020-04-20,0.98,11.61,1.37
000300.SH,2020-04-21,1.01,11.47,1.35
000300.SH,2020-04-22,0.84,11.54,1.36
000300.SH,2020-04-23,0.94,11.49,1.36
000300.SH,2020-04-24,0.93,11.33,1.34
000300.SH,2020-04-27,0.94,11.32,1.34
000300.SH,2020-04-28,1.2,11.34,1.35
000300.SH,2020-04-29,0.94,11.43,1.34
000300.SH,2020-04-30,1.31,11.56,1.34
000300.SH,2020-05-06,1.37,11.59,1.35
000300.SH,2020-05-07,1.04,11.55,1.34
000300.SH,2020-05-08,1.15,11.65,1.36
000300.SH,2020-05-11,1.18,11.65,1.36
000300.SH,2020-05-12,0.95,11.64,1.35
000300.SH,2020-05-13,0.85,11.66,1.36
000300.SH,2020-05-14,0.85,11.54,1.34
000300.SH,2020-05-15,0.89,11.51,1.34
000300.SH,2020-05-18,1.09,11.54,1.34
000300.SH,2020-05-19,0.9,11.63,1.35
000300.SH,2020-05-20,0.97,11.58,1.35
000300.SH,2020-05-21,0.91,11.52,1.34
000300.SH,2020-05-22,0.99,11.28,1.31
000300.SH,2020-05-25,0.76,11.29,1.31
000300.SH,2020-05-26,0.74,11.39,1.33
000300.SH,2020-05-27,0.81,11.34,1.32
000300.SH,2020-05-28,0.9,11.39,1.32
000300.SH,2020-05-29,0.9,11.39,1.32
000300.SH,2020-06-01,1.31,11.65,1.35
000300.SH,2020-06-02,1.39,11.69,1.36
000300.SH,2020-06-03,1.31,11.7,1.36
000300.SH,2020-06-04,1.0,11.68,1.36
000300.SH,2020-06-05,0.98,11.74,1.37
000300.SH,2020-06-08,1.32,11.79,1.37
000300.SH,2020-06-09,1.11,11.87,1.38
000300.SH,2020-06-10,1.08,11.83,1.38
000300.SH,2020-06-11,1.22,11.71,1.37
000300.SH,2020-06-12,1.29,11.72,1.38
000300.SH,2020-06-15,1.28,11.68,1.37
000300.SH,2020-06-16,1.08,11.83,1.39
000300.SH,2020-06-17,1.03,11.83,1.39
000300.SH,2020-06-18,1.34,11.88,1.4
000300.SH,2020-06-19,1.49,12.02,1.41
000300.SH,2020-06-22,1.52,12.02,1.41
000300.SH,2020-06-23,1.26,12.05,1.41
000300.SH,2020-06-24,1.18,12.12,1.42
000300.SH,2020-06-29,1.27,12.04,1.41
000300.SH,2020-06-30,1.22,12.13,1.43
000300.SH,2020-07-01,1.65,12.35,1.45
000300.SH,2020-07-02,2.46,12.63,1.49
000300.SH,2020-07-03,2.82,12.92,1.52
000300.SH,2020-07-06,3.94,13.71,1.61
000300.SH,2020-07-07,3.94,13.76,1.62
000300.SH,2020-07-08,3.38,13.96,1.64
000300.SH,2020-07-09,3.4,14.12,1.66
000300.SH,2020-07-10,3.07,13.77,1.63
000300.SH,2020-07-13,3.12,14.0,1.66
000300.SH,2020-07-14,2.88,13.86,1.65
000300.SH,2020-07-15,2.64,13.66,1.63
000300.SH,2020-07-16,2.75,13.07,1.56
000300.SH,2020-07-17,2.01,13.12,1.57
000300.SH,2020-07-20,2.38,13.51,1.61
000300.SH,2020-07-21,1.93,13.53,1.61
000300.SH,2020-07-22,2.16,13.58,1.62
000300.SH,2020-07-23,2.26,13.53,1.62
000300.SH,2020-07-24,2.35,13.01,1.55
000300.SH,2020-07-27,1.65,13.06,1.56
000300.SH,2020-07-28,1.57,13.16,1.58
000300.SH,2020-07-29,1.8,13.45,1.61
000300.SH,2020-07-30,1.61,13.37,1.6
000300.SH,2020-07-31,1.78,13.45,1.61
000300.SH,2020-08-03,2.07,13.64,1.63
000300.SH,2020-08-04,2.31,13.7,1.64
000300.SH,2020-08-05,1.9,13.67,1.63
000300.SH,2020-08-06,2.2,13.67,1.63
000300.SH,2020-08-07,2.06,13.53,1.62
000300.SH,2020-08-10,1.96,13.62,1.63
000300.SH,2020-08-11,1.98,13.51,1.61
000300.SH,2020-08-12,1.96,13.44,1.61
000300.SH,2020-08-13,1.47,13.41,1.6
000300.SH,2020-08-14,1.42,13.62,1.63
000300.SH,2020-08-17,2.58,13.95,1.67
000300.SH,2020-08-18,1.82,13.95,1.66
000300.SH,2020-08-19,1.85,13.76,1.64
000300.SH,2020-08-20,1.52,13.58,1.62
000300.SH,2020-08-21,1.37,13.68,1.63
000300.SH,2020-08-24,1.46,13.74,1.64
000300.SH,2020-08-25,1.36,13.74,1.64
000300.SH,2020-08-26,1.46,13.6,1.62
000300.SH,2020-08-27,1.14,13.66,1.63
000300.SH,2020-08-28,1.53,13.94,1.66
000300.SH,2020-08-31,1.94,13.85,1.64
000300.SH,2020-09-01,1.32,13.91,1.65
000300.SH,2020-09-02,1.51,13.9,1.65
000300.SH,2020-09-03,1.39,13.83,1.64
000300.SH,2020-09-04,1.14,13.7,1.63
000300.SH,2020-09-07,1.42,13.46,1.6
000300.SH,2020-09-08,1.33,13.56,1.61
000300.SH,2020-09-09,1.55,13.3,1.58
000300.SH,2020-09-10,1.44,13.29,1.58
000300.SH,2020-09-11,1.1,13.4,1.59
000300.SH,2020-09-14,1.02,13.45,1.59
000300.SH,2020-09-15,0.97,13.53,1.6
000300.SH,2020-09-16,1.04,13.47,1.6
000300.SH,2020-09-17,1.01,13.4,1.59
000300.SH,2020-09-18,1.53,13.7,1.63
000300.SH,2020-09-21,1.18,13.57,1.61
000300.SH,2020-09-22,1.14,13.42,1.59
000300.SH,2020-09-23,0.91,13.44,1.6
000300.SH,2020-09-24,1.07,13.23,1.57
000300.SH,2020-09-25,0.88,13.24,1.57
000300.SH,2020-09-28,0.81,13.29,1.58
000300.SH,2020-09-29,0.82,13.3,1.58
000300.SH,2020-09-30,0.85,13.29,1.57
000300.SH,2020-10-09,1.06,13.5,1.6
000300.SH,2020-10-12,1.48,13.88,1.64
000300.SH,2020-10-13,1.11,13.91,1.64
000300.SH,2020-10-14,1.06,13.83,1.63
000300.SH,2020-10-15,1.04,13.83,1.63
000300.SH,2020-10-16,1.11,13.85,1.64
000300.SH,2020-10-19,1.23,13.79,1.63
000300.SH,2020-10-20,0.93,13.85,1.63
000300.SH,2020-10-21,0.98,13.89,1.64
000300.SH,2020-10-22,0.96,13.85,1.63
000300.SH,2020-10-23,1.01,13.7,1.61
000300.SH,2020-10-26,1.03,13.61,1.6
000300.SH,2020-10-27,0.88,13.64,1.6
000300.SH,2020-10-28,1.03,13.71,1.61
000300.SH,2020-10-29,1.11,13.76,1.61
000300.SH,2020-10-30,1.32,13.57,1.57
000300.SH,2020-11-02,1.34,13.62,1.55
000300.SH,2020-11-03,1.27,13.78,1.57
000300.SH,2020-11-04,1.07,13.85,1.58
000300.SH,2020-11-05,1.3,14.03,1.6
000300.SH,2020-11-06,1.44,14.02,1.6
000300.SH,2020-11-09,1.84,14.28,1.63
000300.SH,2020-11-10,1.65,14.22,1.62
000300.SH,2020-11-11,1.54,14.13,1.61
000300.SH,2020-11-12,1.1,14.11,1.61
000300.SH,2020-11-13,1.25,13.96,1.59
000300.SH,2020-11-16,1.39,14.09,1.61
000300.SH,2020-11-17,1.41,14.08,1.61
000300.SH,2020-11-18,1.53,14.1,1.61
000300.SH,2020-11-19,1.25,14.19,1.62
000300.SH,2020-11-20,1.21,14.22,1.62
000300.SH,2020-11-23,1.92,14.4,1.64
000300.SH,2020-11-24,1.46,14.32,1.63
000300.SH,2020-11-25,1.59,14.17,1.62
000300.SH,2020-11-26,1.28,14.21,1.62
000300.SH,2020-11-27,1.51,14.43,1.65
000300.SH,2020-11-30,2.44,14.37,1.64
000300.SH,2020-12-01,1.9,14.66,1.67
000300.SH,2020-12-02,1.82,14.63,1.67
000300.SH,2020-12-03,1.65,14.6,1.67
000300.SH,2020-12-04,1.34,14.6,1.66
000300.SH,2020-12-07,1.3,14.45,1.65
000300.SH,2020-12-08,1.14,14.4,1.64
000300.SH,2020-12-09,1.29,14.24,1.62
000300.SH,2020-12-10,1.16,14.22,1.62
000300.SH,2020-12-11,1.47,14.1,1.61
000300.SH,2020-12-14,1.16,14.69,1.68
000300.SH,2020-12-15,1.14,14.68,1.68
000300.SH,2020-12-16,1.02,14.7,1.68
000300.SH,2020-12-17,1.28,14.87,1.7
000300.SH,2020-12-18,1.23,14.82,1.7
000300.SH,2020-12-21,1.35,14.93,1.71
000300.SH,2020-12-22,1.56,14.67,1.68
000300.SH,2020-12-23,1.35,14.8,1.7
000300.SH,2020-12-24,1.1,14.78,1.69
000300.SH,2020-12-25,1.16,14.89,1.71
000300.SH,2020-12-28,1.31,14.94,1.71
000300.SH,2020-12-29,1.35,14.88,1.7
000300.SH,2020-12-30,1.42,15.04,1.72
000300.SH,2020-12-31,1.64,15.31,1.75
000300.SH,2021-01-04,2.03,15.43,1.77
000300.SH,2021-01-05,2.15,15.66,1.79
000300.SH,2021-01-06,1.85,15.82,1.81
000300.SH,2021-01-07,2.1,16.06,1.84
000300.SH,2021-01-08,1.95,16.04,1.84
000300.SH,2021-01-11,2.22,15.89,1.82
000300.SH,2021-01-12,2.14,16.3,1.87
000300.SH,2021-01-13,2.49,16.28,1.86
000300.SH,2021-01-14,2.33,16.03,1.83
000300.SH,2021-01-15,2.28,16.02,1.82
000300.SH,2021-01-18,1.98,16.13,1.84
000300.SH,2021-01-19,2.01,15.97,1.82
000300.SH,2021-01-20,1.63,16.03,1.82
000300.SH,2021-01-21,1.96,16.24,1.85
000300.SH,2021-01-22,1.86,16.2,1.84
000300.SH,2021-01-25,1.84,16.36,1.86
000300.SH,2021-01-26,1.6,16.09,1.83
000300.SH,2021-01-27,1.49,16.13,1.83
000300.SH,2021-01-28,1.59,15.76,1.79
000300.SH,2021-01-29,1.7,15.72,1.78
000300.SH,2021-02-01,1.55,15.88,1.81
000300.SH,2021-02-02,1.54,16.07,1.84
000300.SH,2021-02-03,1.75,16.01,1.82
000300.SH,2021-02-04,1.68,16.01,1.81
000300.SH,2021-02-05,1.76,16.07,1.82
000300.SH,2021-02-08,1.52,16.26,1.84
000300.SH,2021-02-09,1.53,16.56,1.87
000300.SH,2021-02-10,1.58,16.91,1.91
000300.SH,2021-02-18,2.03,16.84,1.9
000300.SH,2021-02-19,1.99,16.87,1.91
000300.SH,2021-02-22,2.62,16.48,1.86
000300.SH,2021-02-23,2.17,16.43,1.85
000300.SH,2021-02-24,2.09,16.02,1.8
000300.SH,2021-02-25,2.14,16.15,1.82
000300.SH,2021-02-26,1.97,15.77,1.78
000300.SH,2021-03-01,1.64,15.96,1.8
000300.SH,2021-03-02,1.82,15.74,1.77
000300.SH,2021-03-03,1.8,16.07,1.81
000300.SH,2021-03-04,1.97,15.66,1.77
000300.SH,2021-03-05,1.88,15.64,1.76
000300.SH,2021-03-08,2.13,15.18,1.71
000300.SH,2021-03-09,2.14,14.9,1.68
000300.SH,2021-03-10,1.57,14.94,1.68
000300.SH,2021-03-11,1.76,15.28,1.72
000300.SH,2021-03-12,1.86,15.32,1.73
000300.SH,2021-03-15,1.89,15.08,1.7
000300.SH,2021-03-16,1.5,15.22,1.71
000300.SH,2021-03-17,1.38,15.23,1.72
000300.SH,2021-03-18,1.33,15.31,1.73
000300.SH,2021-03-19,1.53,14.92,1.68
000300.SH,2021-03-22,1.56,15.03,1.7
000300.SH,2021-03-23,1.46,14.91,1.69
000300.SH,2021-03-24,1.48,14.68,1.67
000300.SH,2021-03-25,1.23,14.67,1.66
000300.SH,2021-03-26,1.35,15.08,1.69
000300.SH,2021-03-29,1.33,15.25,1.68
000300.SH,2021-03-30,1.27,15.31,1.69
000300.SH,2021-03-31,1.31,15.36,1.68
000300.SH,2021-04-01,1.12,15.48,1.69
000300.SH,2021-04-02,1.19,15.57,1.7
000300.SH,2021-04-06,1.03,15.51,1.7
000300.SH,2021-04-07,1.36,15.43,1.69
000300.SH,2021-04-08,1.32,15.46,1.69
000300.SH,2021-04-09,1.2,15.26,1.67
000300.SH,2021-04-12,1.42,15.05,1.65
000300.SH,2021-04-13,1.24,14.98,1.65
000300.SH,2021-04-14,1.13,15.07,1.65
000300.SH,2021-04-15,1.02,14.94,1.64
000300.SH,2021-04-16,1.04,15.0,1.65
000300.SH,2021-04-19,1.44,15.28,1.68
000300.SH,2021-04-20,1.28,15.2,1.68
000300.SH,2021-04-21,1.17,15.19,1.68
000300.SH,2021-04-22,1.13,15.18,1.68
000300.SH,2021-04-23,1.14,15.28,1.68
000300.SH,2021-04-26,1.42,15.15,1.66
000300.SH,2021-04-27,1.16,15.08,1.66
000300.SH,2021-04-28,1.13,15.15,1.67
000300.SH,2021-04-29,1.31,15.26,1.67
000300.SH,2021-04-30,1.5,15.04,1.62
000300.SH,2021-05-06,1.46,14.91,1.61
000300.SH,2021-05-07,1.58,14.79,1.6
000300.SH,2021-05-10,1.57,14.81,1.6
000300.SH,2021-05-11,1.39,14.89,1.61
000300.SH,2021-05-12,1.16,14.96,1.61
000300.SH,2021-05-13,1.21,14.82,1.6
000300.SH,2021-05-14,1.46,15.14,1.63
000300.SH,2021-05-17,1.41,15.31,1.65
000300.SH,2021-05-18,1.08,15.34,1.66
000300.SH,2021-05-19,1.09,15.28,1.65
000300.SH,2021-05-20,1.27,15.3,1.65
000300.SH,2021-05-21,0.84,15.17,1.64
000300.SH,2021-05-24,0.92,15.22,1.64
000300.SH,2021-05-25,1.33,15.66,1.69
000300.SH,2021-05-26,1.54,15.68,1.69
000300.SH,2021-05-27,1.35,15.71,1.7
000300.SH,2021-05-28,1.49,15.68,1.69
000300.SH,2021-05-31,1.31,15.67,1.69
000300.SH,2021-06-01,1.3,15.7,1.7
000300.SH,2021-06-02,1.25,15.58,1.68
000300.SH,2021-06-03,1.28,15.5,1.67
000300.SH,2021-06-04,1.31,15.56,1.68
000300.SH,2021-06-07,1.14,15.56,1.68
000300.SH,2021-06-08,1.16,15.46,1.67
000300.SH,2021-06-09,1.08,15.48,1.68
000300.SH,2021-06-10,1.24,15.56,1.69
000300.SH,2021-06-11,1.61,15.45,1.67
000300.SH,2021-06-15,1.31,15.84,1.72
000300.SH,2021-06-16,1.15,15.63,1.7
000300.SH,2021-06-17,1.11,15.65,1.7
000300.SH,2021-06-18,1.37,15.64,1.7
000300.SH,2021-06-21,1.21,15.6,1.69
000300.SH,2021-06-22,1.19,15.71,1.7
000300.SH,2021-06-23,1.25,15.76,1.71
000300.SH,2021-06-24,1.16,15.79,1.71
000300.SH,2021-06-25,1.41,16.03,1.73
000300.SH,2021-06-28,1.21,16.03,1.74
